Site;Type;Season;Site #;Moment;2378-TCDD_A;12378-PeCDD_A;123478-HxCDD_A;123678-HxCDD_A;123789-HxCDD_A;1234678-HpCDD_A;OCDD_A;2378-TCDF_A;12378-PeCDF_A;23478-PeCDF_A;123478-HxCDF_A;123678-HxCDF_A;234678-HxCDF_A;123789-HxCDF_A;1234678-HpCDF_A;1234789-HpCDF_A;OCDF_A;2378-TCDD_C;12378-PeCDD_C;123478-HxCDD_C;123678-HxCDD_C;123789-HxCDD_C;1234678-HpCDD_C;OCDD_C;2378-TCDF_C;12378-PeCDF_C;23478-PeCDF_C;123478-HxCDF_C;123678-HxCDF_C;234678-HxCDF_C;123789-HxCDF_C;1234678-HpCDF_C;1234789-HpCDF_C;OCDF_C
Arkadelphia, AR;Rural;Spring;10;19;0.0;0.0;0.0;0.0;0.0;0.121053826988303;0.419335301714004;0.0;0.0;0.0;0.0;0.0;0.0486032250317616;0.0;0.0663184192682629;0.0;0.344689226997669;;;;;;;;;;;;;;;;;
Arkadelphia, AR;Rural;Spring;10;23;0.000355390210935423;0.00264841322118047;0.00384880036792448;0.00652934993803145;0.00710969459145238;0.128993413917371;0.75614938491673;0.00228168076764157;0.00219094284216381;0.00355957322758597;0.00520419814106926;0.0050359549023911;0.00616639823305038;0.000406430293441042;0.0264217498774856;0.00375239132114497;0.0393462332304007;0.0166977529138061;0.0659480324239961;0.0380177017526121;0.0644956492550894;0.0702281809112787;0.448237581596999;0.626673413896812;0.0212167554271707;0.0309165599571888;0.0502294067169634;0.0754411925849542;0.0730023018613148;0.0893894552138429;0.00589170227741278;0.518146431851029;0.0735866542895707;0.116501919843357
Arkadelphia, AR;Rural;Summer;10;1;0.00360904652792443;0.0070806579298858;0.0061048685002144;0.0134796376120279;0.00423849942956881;0.125085209822927;0.623213343268625;0.0117589497802032;0.00617633476748188;0.00912294396883084;0.011778190692538;0.0118194212303269;0.016112894710281;0.00336441199664345;0.0730055413849343;0.0148319992992049;0.0592180490783823;0.0642619420136169;0.10934714322321;0.0351257314467404;0.0775581211524614;0.0243871580026609;0.387815104700485;0.502401992490027;0.0475581692852457;0.0392832167736696;0.0580244755236505;0.0535504511371555;0.0537379089527793;0.0732585168117278;0.0152965582689757;0.648184303147754;0.131686841131036;0.0743688965142529
Arkadelphia, AR;Rural;Summer;10;2;0.000769517876906333;0.00391209986249555;0.00684995981228007;0.00979835208532838;0.00982599943457147;0.141278610875841;0.73698747905428;0.00343419568967148;0.00292535281759781;0.00470531546539418;0.00553736901134149;0.00549655625936991;0.00599223372871507;0.00166937325352652;0.0291672947620275;0.00277790028920219;0.0288723897214511;0.02846706442901;0.143766026362355;0.054445758298145;0.0778805604671629;0.0781003107920881;0.503349078210706;0.615325004718147;0.0344690888203975;0.0400945524277515;0.0644905176843849;0.0815622091197994;0.0809610611370222;0.0882621005526541;0.0245888923285147;0.594042016894288;0.0565767070272577;0.0906636735829257
Arkadelphia, AR;Rural;Summer;10;7;0.00177125657956549;0.0;0.0;0.0100052060564398;0.0132126166024262;0.141341487498421;0.689874516062005;0.00465553248189684;0.00397934330717396;0.00660032434067569;0.00821599755895107;0.00846134053406475;0.0200941877540621;0.0;0.0461244786435665;0.0;0.0456637125807519;;;;;;;;;;;;;;;;;
Arkadelphia, AR;Rural;Summer;10;8;0.0;0.00340052093837952;0.0060647588650167;0.0108612383117236;0.00741815767100984;0.14274527162502;0.694297849890591;0.00526038031255432;0.00403891659229005;0.00630734921078507;0.0091801297213232;0.00827360786627336;0.0114102585992248;0.00267274986710404;0.0475860131757425;0.00645630819443284;0.034026489158529;0.0;0.154247104547994;0.0493062524451673;0.0883014428082283;0.0603093318210365;0.419837772932091;0.572447697719987;0.0260836533975024;0.0862256949214203;0.134653825199111;0.103951807225959;0.0936867469291118;0.129204819355645;0.0302650602314538;0.614037014651139;0.0833104507985579;0.0758927723815525
Arkadelphia, AR;Rural;Summer;10;12;0.00109160346964236;0.00561005126319944;0.0062181869101731;0.0134185128623731;0.0101132956730439;0.14672792615602;0.600263322766816;0.00579857331207427;0.00662259709860545;0.00851389894083882;0.0119224991913215;0.0129046382463254;0.0126279365329866;0.0;0.0776041888458108;0.00768683447756512;0.0728759342532043;0.0324739936148042;0.147129186509239;0.0305460954943519;0.0659168309359857;0.0496803489271145;0.385318683220062;0.477775249952461;0.0191816371168624;0.0430281717583667;0.055316290649318;0.0619519362691822;0.0670553474891523;0.0656175443377112;0.0;0.617502600903765;0.0611647432079233;0.0860188425201888
Arkadelphia, AR;Rural;Summer;10;16;0.0;0.00331390874459513;0.00611615222017047;0.0132920823626721;0.0119883873000084;0.215352200912857;0.680321353851272;0.00309942987897034;0.00207890299067796;0.00285411091540693;0.0;0.00341624179774202;0.0047339550894294;0.0;0.0307475779963383;0.00232282013101045;0.0203628758088503;0.0;0.146814060404945;0.0350560028256849;0.076186343977567;0.0687139436586467;0.435673974016726;0.491346720426922;0.0327119396441823;0.0443096597194233;0.0608324121088166;0.0;0.052755769158957;0.0731047322446193;0.0;0.69715847663915;0.0526667090407852;0.0751703830976693
Arkadelphia, AR;Rural;Summer;10;20;0.00070968273198836;0.00514097551856691;0.00569435907555461;0.0102101379014803;0.00872318360308129;0.141370490312424;0.671982950710867;0.00538809718476154;0.0047544518896579;0.00680957479935387;0.00934204384387568;0.00937161395985561;0.0110359889394114;0.000874430509451449;0.0616177809291723;0.00550848979193545;0.0414657482985624;0.0210262828008839;0.0679356927408902;0.0383597506985997;0.0687800574748551;0.0587632679766898;0.415998011210538;0.529249620715395;0.0280144959433399;0.033464654743523;0.0479298297467826;0.0587095318464334;0.0588953635225462;0.0693550313960484;0.00549530773994257;0.612106588139429;0.0547209399867586;0.0652325604517583
Arkadelphia, AR;Rural;Summer;10;24;0.000713890526586843;0.00442909579622545;0.00526494262009861;0.0087451589314326;0.0093281695244651;0.156728715681445;0.68899359279876;0.00396209241305724;0.0028258166589673;0.00404835418581146;0.0053036116934767;0.00554752428804933;0.00587769865537619;0.000413461596370068;0.0319941936909637;0.00303998381642986;0.0627836971224842;0.024215518166321;0.0712167591217771;0.0370766040244998;0.0615848677237762;0.0656905255551526;0.388807308376499;0.519693519241269;0.0370689894995944;0.028540527526895;0.0408880610538255;0.0561857944341311;0.0587697737468341;0.0622675994177563;0.00438016008763036;0.551194014478499;0.0523726554859514;0.149088109386382
Arkadelphia, AR;Rural;Summer;10;27;0.000959945794091664;0.00541616473666487;0.0054538096682384;0.0100464914916623;0.00779720674441726;0.138872157827456;0.672267918965384;0.00591025448305077;0.00476678964364148;0.0073501731702916;0.0103994127368541;0.00927477036323163;0.0117028685432443;0.000974062639535073;0.0522088164438552;0.00577379159440673;0.0508253651539746;0.0136701735974353;0.0602680909450511;0.0396117433918169;0.0729690009670508;0.0566321473467489;0.446407502701133;0.524747020241411;0.0222198634374889;0.0284302994743042;0.043838230767773;0.0689719742692506;0.0615130141511751;0.07761687784355;0.00646027088362053;0.54328665146354;0.0600822641698242;0.0694946661256323
Arkadelphia, AR;Rural;Winter;10;4;0.00029934147791909;0.00214110689356956;0.00461125646327515;0.00869837415058107;0.00893074234093588;0.167028759212737;0.755575744590742;0.00133568030983035;0.00126142731722368;0.00234552101632673;0.00291042613935908;0.0026699046798265;0.00371090252319975;0.00134965734421631;0.017230479837759;0.00286208889646847;0.0170385868060308;0.025051785053007;0.153101380489581;0.0399318163509755;0.075324780111314;0.0773370047570164;0.467293731990252;0.602327739094882;0.0235993208730245;0.0448767753349728;0.083444696540123;0.0989829367010406;0.0908028560997173;0.126206958008734;0.04590154193024;0.547350797346395;0.0909183408882956;0.104769919422323
Arkadelphia, AR;Rural;Winter;10;10;0.000401329495379609;0.00383670997450708;0.00820390457250806;0.0127228746882591;0.0136415543862295;0.204451838581995;0.683187577809436;0.00148273006160231;0.00173447310963273;0.00301653842354524;0.00428255055902463;0.0034507039689292;0.00527711801737234;0.00188260017821691;0.024169521579168;0.00342443512862527;0.024833539465569;0.0313104861819238;0.0897024703099586;0.0417995791546837;0.0648241094111637;0.0695048592192244;0.429357319967978;0.484109416346505;0.0220053930439109;0.12552809465602;0.218314321889077;0.106455533173315;0.0857775117357392;0.131178465826642;0.0467976274797101;0.569867868693522;0.0807411740375906;0.131622609364313
Arkadelphia, AR;Rural;Winter;10;14;0.000416330201598103;0.00335454968475761;0.00690737147755025;0.0123810831111056;0.013367909351867;0.199389602152635;0.682683837664278;0.00208494867368669;0.00194809557843173;0.00324449011766224;0.00465753955538048;0.00399676993810947;0.00601205543823527;0.000845851064251116;0.0273627872450246;0.00357508103018753;0.0277716977152394;0.0204951298520207;0.0964366549286705;0.0407001879981395;0.0729528463729456;0.0787675059219541;0.43214681032841;0.498713740319515;0.0244636189480321;0.0455882778693773;0.0759258009032119;0.0901381709216037;0.0773501819001103;0.116352351759584;0.0163699023695053;0.584319213905994;0.0763441428134941;0.109238397303465
Arkadelphia, AR;Rural;Winter;10;18;0.000223686933522575;0.00215614020752998;0.0049900686372737;0.00797704602229914;0.0090441840555765;0.173507057916411;0.726604953734072;0.000762721984191791;0.000893065872612403;0.00186938365057808;0.00315432211919126;0.00332250778409603;0.00566365222035204;0.0;0.0263807622530253;0.00378754114327483;0.0296629054659938;0.0598829358751927;0.352149430168245;0.0433258860158769;0.069260086749901;0.0785254304062242;0.430185185916276;0.578982177217218;0.0454773365487532;0.118871725907085;0.248824714661499;0.092610423934941;0.0975483298107695;0.166283979038055;0.0;0.802327365418243;0.115191815829674;0.245375812943424
Arkadelphia, AR;Rural;Winter;10;22;0.000517200564423898;0.00369781575331529;0.00612394638556306;0.00888608909863825;0.00978249528545483;0.174334735344538;0.7208272516563;0.00246876321783099;0.002123214900239;0.00398221996777698;0.00471370536648228;0.00407197277746842;0.00564993936083816;0.000323671069751466;0.0261859431298046;0.00334104833474516;0.0229699877868291;0.0199166180425183;0.0623805287964317;0.0471489097024285;0.0684149380385059;0.0753164639007425;0.422832653111481;0.534634763352111;0.0258897582261112;0.0371311410996981;0.0696417359810907;0.0941987557010183;0.0813743624311837;0.112908469282275;0.00646824730366189;0.55448519951081;0.0707464246478813;0.0842088811474159
Arkadelphia, AR;Rural;Winter;10;26;0.000798207673491169;0.00526188779643446;0.00658414236919409;0.0108750440876903;0.0112391638672251;0.153951270765213;0.556889074872474;0.00627713941690381;0.0113462579180006;0.0182888083857295;0.0272390153506889;0.0248858020445642;0.0217872141117345;0.00243317687954104;0.0768535481630472;0.0119345612482271;0.0533556850498413;0.0182715565073191;0.0595036251172234;0.0384644260352145;0.0635317867514246;0.0656589671103131;0.426990098991189;0.456193706891795;0.0252039652099321;0.0477949137407957;0.0770396747134686;0.113720908008019;0.103896413603074;0.0909600343423905;0.0101583365082441;0.584481728813749;0.090763968062978;0.0585798853698837
Arkadelphia, AR;Rural;Winter;10;29;0.000764727402627991;0.00514617812271638;0.00761207735923251;0.0123828244562468;0.0148135270345448;0.192394535312261;0.674602624440857;0.00186648947413032;0.00231977977557075;0.00459689693362124;0.00634926390994637;0.0050416547119108;0.0074392937632199;0.00111349429149698;0.0288655263580079;0.00450410574281032;0.030187000910799;0.0244576340843214;0.0738433755239207;0.0414847796293598;0.0674846982648427;0.0807316945900847;0.398716676242991;0.467958701290435;0.0183509327491042;0.0320385346272555;0.0634878548113531;0.087653684748366;0.0696017080083344;0.102701906791156;0.0153721563602175;0.502282765982239;0.0783749675206473;0.0903239189380065
Bay St. Louis, MS;Rural;Fall;18;13;0.00031557290577509;0.00256339059478225;0.00508075387315053;0.00995152691836991;0.00952013364106586;0.182234779650078;0.552041401700173;0.00312083253471597;0.0038702053746007;0.00651722730274526;0.00989527130956307;0.00852317595630164;0.0132654936820858;0.00384373214715492;0.0840555059313761;0.01221558954243;0.0929854069356319;0.0263342872548822;0.079188506002486;0.0424068638389914;0.0830611081649746;0.0794604543194175;0.422395056593901;0.481024284929515;0.0253963435524093;0.0535071848863649;0.0901033543395445;0.121678559665439;0.10480640112774;0.163120960910616;0.0472649790767797;0.631830547048554;0.0918224515764066;0.185023851246809
Bay St. Louis, MS;Rural;Fall;18;21;0.000408221159822741;0.00257732850340069;0.00591920680543945;0.0107936442040765;0.010129419945733;0.173334855533786;0.688627581199854;0.0;0.00258078800512093;0.00377085646978485;0.00578774575445885;0.00524806354365551;0.00836853375957977;0.00178856219751709;0.0357712439263613;0.00423442964993719;0.0406595193414715;0.0539798720241543;0.101845522859745;0.0350012273906359;0.0638245642665045;0.0598968987753627;0.419385619818574;0.528122172688295;0.0;0.0680532749302597;0.0994344097816717;0.101962457338064;0.0924549000386173;0.147428083859064;0.0315090200049505;0.637248859677996;0.0754344878630463;0.150498117657897
Bay St. Louis, MS;Rural;Fall;18;25;0.000399354846118677;0.00304238795357474;0.00480661945703666;0.00879243490423999;0.008143414234025;0.1597971741197;0.726350791541735;0.00167198771537139;0.00183714276146428;0.0032644358772668;0.00527667612998255;0.00474972658138565;0.00632284221319291;0.000563405177598077;0.0352282895713498;0.00374443499342311;0.026008881922535;0.018575135532618;0.0720800889799603;0.0398572796018802;0.0729083172678863;0.0675265310558971;0.438333333304832;0.569592756354453;0.0197126781120372;0.0413270377604107;0.0734343936661277;0.0917781108420178;0.0826127891720981;0.109974252575726;0.00979940052502976;0.611263394076325;0.0649715348326028;0.096184447351474
Bay St. Louis, MS;Rural;Fall;18;29;0.000430096079251498;0.00248811281779678;0.00445226493902176;0.00825448238448254;0.00847303283671385;0.155697582213049;0.651448457121169;0.0032222181743705;0.00330347411075686;0.00584202164734931;0.00973249985193754;0.00743491819787781;0.0112245269648747;0.00212386206737133;0.0538096425627534;0.00790844417318389;0.06415436385804;0.0122413174675724;0.0479248745322548;0.0356633861157866;0.0661197831880241;0.0678704088292327;0.423375238058654;0.52916194402915;0.0211727883611718;0.0324279722166392;0.057347177340477;0.0952596432021571;0.0727714015455204;0.109863287958241;0.0207879112074285;0.544437829633906;0.0800164427111339;0.123560155739583
Bay St. Louis, MS;Rural;Spring;18;15;0.000463750682559639;0.00207803268722409;0.00462423874505697;0.0104255449548566;0.00956375213477804;0.153694178558768;0.726620236825871;0.00244574780458547;0.00181709395094361;0.00270984560375819;0.00438162258379651;0.0036158653289162;0.00535271903936778;0.000684253389231377;0.0312772666689523;0.00372959165245804;0.0365162593888762;0.0262086696252776;0.0818668326546113;0.035687815729464;0.0804597140720471;0.0738087807929609;0.418340971845186;0.573649520186305;0.0340460338314475;0.0521619268638496;0.0777894660439302;0.122550318935546;0.101132728986144;0.149711074585185;0.0191379949959943;0.649488323081449;0.0774468643239241;0.160794569322086
Bay St. Louis, MS;Rural;Spring;18;19;0.000798328436118984;0.00583305408339324;0.0109170592561934;0.0118599409937901;0.197259400866571;0.645560242653352;0.00654267935737325;0.00426103697102677;0.00722437956746685;0.00479325593229473;0.0076202584844029;0.00761040257814112;0.00879311137581841;0.000638991281031565;0.0362894482611334;0.00447129631232202;0.0395271135895703;;;;;;;;;;;;;;;;;
Bay St. Louis, MS;Rural;Spring;18;23;0.000843584693146148;0.00458554064995402;0.00579674252732345;0.00911690613375592;0.00944582676746854;0.13180430383938;0.665596062234353;0.0229702694446853;0.00634623347004911;0.0114696561067012;0.0112374768264512;0.00965091846084011;0.0102158880268119;0.0;0.0451356507391305;0.0073368650384055;0.0484480750415445;0.015621640988903;0.0478845920898936;0.0354338158918691;0.0557290188281176;0.0577396158355012;0.384852662030958;0.503692684322138;0.0569438715390694;0.0291208693608921;0.0526306444088354;0.0901947385889474;0.077460632948296;0.0819952169212384;0.0;0.554214577582198;0.0900883778443523;0.0553191677427135
Bay St. Louis, MS;Rural;Spring;18;27;0.000296670633164579;0.00167737350552288;0.00265424334918368;0.00577210506517526;0.00512687463776695;0.14882939182548;0.755776899174814;0.00161984422003496;0.00115284177826413;0.00176197539865578;0.0025786656585991;0.00206879825829745;0.00241961410198703;0.00019063626314874;0.0196784000072599;0.00157472321046996;0.0468209429121751;0.0157882098483376;0.048307452382051;0.031740250634541;0.0690245909493991;0.0613087289169029;0.429066666661172;0.609604639541857;0.0274779946492266;0.0214143530765267;0.0327291775943289;0.0560747663467475;0.0449873672322492;0.0526160865274514;0.0041455098599677;0.374139446994032;0.0299397344762043;0.181343550917607
Bay St. Louis, MS;Rural;Summer;18;16;0.00115798095209215;0.00508100705127654;0.00523930459169968;0.0103822541569856;0.00924147946703741;0.14408173663981;0.61795575918082;0.012823821718374;0.00596196729277376;0.0110309299635204;0.0122715009382529;0.00983509525847863;0.0129408242534187;0.000855150863135712;0.0866455374066608;0.00879755808791824;0.0456980921777462;0.029090123257214;0.0818141519992564;0.0345042492813647;0.0683739376600936;0.0608611898159995;0.447645980291334;0.517734197423643;0.0468674342773029;0.0471255456935246;0.0871924598895442;0.10079425646146;0.080782385039455;0.106291868059578;0.00702394074252591;0.755000149843392;0.0766589702532517;0.0669726274348136
Bay St. Louis, MS;Rural;Summer;18;20;0.000964435425260123;0.00416608936424482;0.00554482451374947;0.0101007631244571;0.0101007631244571;0.150249530672985;0.602514052286363;0.0103670016400501;0.0048547777586693;0.00962941229006221;0.0117579620261088;0.0102053568295152;0.016167197784147;0.00341084133975371;0.0667701736548472;0.00858075856023221;0.0746160596050972;0.0453645134697476;0.0960508596827003;0.0353922452736448;0.0644724977436725;0.0644724977436725;0.437569476017598;0.516209821716605;0.0401118422534932;0.0366782291026549;0.0727509697983852;0.102733304072855;0.0891676656218582;0.141258293084863;0.0298016781924535;0.670170558839039;0.0861248585229076;0.109808193976862
Bay St. Louis, MS;Rural;Summer;18;24;0.000341234901539238;0.00208863969808641;0.00312644950218036;0.00549881869789964;0.00502738287949368;0.121824114840689;0.756792825935013;0.0020170291947038;0.00166819924042574;0.0026468761271408;0.00417348187069749;0.0039423752437061;0.00473822834470113;0.000605976764642796;0.0391861357740612;0.0035832377172153;0.042738993267804;0.0152182328484204;0.0603874205822344;0.039065889372461;0.0687093275556046;0.0628186008654025;0.453239762376331;0.650938377828936;0.0265772656451255;0.0402339456798925;0.0638378604546112;0.0646150227937169;0.0610369648475032;0.0733585869018119;0.00938190309026387;0.643778966233331;0.0588680927014015;0.1496707588851
Bay St. Louis, MS;Rural;Winter;18;14;0.000699687762917722;0.00445771305369653;0.00655947635204878;0.0129399807523383;0.0115394480790505;0.213532439632773;0.659949818421123;0.00288515130662571;0.00271967939275554;0.00454179901543116;0.00575525971153111;0.00556510201173413;0.00756002213926624;0.00109118891054939;0.0357577475822086;0.00386332559945215;0.0205821602764978;0.0303801708100529;0.085837579283341;0.0396817248436368;0.0782807541543866;0.0698081948839246;0.443550739114237;0.47765994158581;0.0270330830047045;0.0478543262863865;0.0799155711480466;0.096590430934817;0.0933990173254253;0.126879729657624;0.0183134058902824;0.657281822002988;0.0710138042996346;0.0690380141889551
Bay St. Louis, MS;Rural;Winter;18;18;0.000443447729309463;0.00318217869589177;0.0062910009892836;0.011453526786731;0.011439186438815;0.209305949124728;0.643424177628973;0.00748483508108438;0.00458339630250955;0.00980438660343716;0.0082266723880147;0.00612443231572113;0.00852257998374683;0.00100161825347715;0.0308998679581255;0.00422819687760242;0.0335845468425495;0.0304643540780563;0.0923467223540517;0.0419944994150138;0.0764560560019863;0.0763603294660675;0.430576648589886;0.48437814006632;0.0850108843775845;0.0581009180076959;0.124284226055285;0.131141991720383;0.0976300275686764;0.135859076543894;0.0159668705047563;0.574711995118911;0.0786409659282521;0.105940320167676
Bay St. Louis, MS;Rural;Winter;18;22;0.000486190715257961;0.00399535604192573;0.00446897286139049;0.00930678005812188;0.00899767173409229;0.158939307916433;0.649651388621083;0.00576303651532555;0.00395239522260778;0.00772561240408894;0.00902491517917329;0.00710739575962611;0.0111540952168665;0.00179701956837909;0.0502222436620001;0.00669874407981465;0.060708874443813;0.0497320469981221;0.22375447455634;0.0343347985060574;0.0715033248012124;0.0691284676805095;0.428644901563041;0.551375771365427;0.0276305543772104;0.0478631610867615;0.0935564917383986;0.126514784278783;0.099634248462311;0.156362461272033;0.025191321860053;0.70753742136306;0.0943727672642645;0.122848382782331
Bay St. Louis, MS;Rural;Winter;18;26;0.000379343334544036;0.00272989970446364;0.00471581597093574;0.00856022050893867;0.00885428510887514;0.164102750098852;0.722957819367628;0.00240544842839395;0.00233977400135114;0.00371697654475352;0.00531178689417296;0.00471875661613993;0.00632434933243598;0.000651843197343578;0.0273656516839275;0.00373069956021804;0.0311345796470268;0.0171816729010795;0.0671877638800981;0.0408359009634637;0.0741259453470717;0.0766723536365121;0.449436241670794;0.570930720429172;0.0248869237119505;0.0386270956037229;0.0613631950214335;0.0924538925071273;0.0821319502547219;0.110077969054065;0.0113456059325002;0.551063913791996;0.075125340502791;0.105370886426298
